Material,Material description,Plant,Storage location,Order Qty,Base Unit of Measure,Total stock,Movement type,Movement Type Text,Posting Date,User Name,Material Document,Document Date,Vendor,Purchase order,Amt.in Loc.Cur.,Reason for Movement
1111003,"Butter, Unsalted",BAR1,2000,-2400,KG,17285,301,TF trfr plnt to plnt,11/14/2024,COMMPO,4908326086,11/14/2024,,,"-133,653.72",0
1111003,"Butter, Unsalted",BAR1,2000,-600,KG,16685,301,TF trfr plnt to plnt,11/14/2024,COMMPO,4908329300,11/14/2024,,,"-33,413.43",0
1111003,"Butter, Unsalted",BAR1,2000,-45,KG,16640,301,TF trfr plnt to plnt,11/14/2024,COMMPO,4908330810,11/14/2024,,,"-2,506.01",0
1111003,"Butter, Unsalted",BAR1,2000,120,KG,16760,909,GR Inv.adj:UUS,11/13/2024,COMMPO,4908320282,11/13/2024,,,"6,682.69",5
1111003,"Butter, Unsalted",BAR1,2000,120,KG,16880,909,GR Inv.adj:UUS,11/13/2024,COMMPO,4908320283,11/13/2024,,,"6,682.69",5
1111003,"Butter, Unsalted",BAR1,2000,-2315,KG,14565,301,TF trfr plnt to plnt,11/13/2024,COMMPO,4908322765,11/13/2024,,,"-128,920.15",0
1111003,"Butter, Unsalted",BAR1,2000,2400,KG,16965,101,GR goods receipt,11/12/2024,COMMPO,5007278357,11/12/2024,LAC002,4500197703,"133,653.72",0
1111003,"Butter, Unsalted",BAR1,2000,1400,KG,18365,101,GR goods receipt,11/12/2024,COMMPO,5007278359,11/12/2024,LAC002,4500197703,"77,964.67",0
1111003,"Butter, Unsalted",BAR1,2000,255,KG,18620,301,TF trfr plnt to plnt,11/11/2024,COMMPO,4908307248,11/11/2024,,,"14,200.71",0
1111003,"Butter, Unsalted",BAR1,2000,-80,KG,18540,301,TF trfr plnt to plnt,11/9/2024,COMMPO,4908300877,11/9/2024,,,"-4,455.12",0
1111003,"Butter, Unsalted",BAR1,2000,-120,KG,18420,301,TF trfr plnt to plnt,11/9/2024,COMMPO,4908300924,11/9/2024,,,"-6,682.69",0
1111003,"Butter, Unsalted",BAR1,2000,-40,KG,18380,301,TF trfr plnt to plnt,11/8/2024,COMMPO,4908296135,11/8/2024,,,"-2,227.56",0
1111003,"Butter, Unsalted",BAR1,2000,-100,KG,18280,301,TF trfr plnt to plnt,11/8/2024,COMMPO,4908297609,11/8/2024,,,"-5,568.91",0
1111003,"Butter, Unsalted",BAR1,2000,-2525,KG,15755,301,TF trfr plnt to plnt,11/7/2024,COMMPO,4908282973,11/7/2024,,,"-140,614.85",0
1111003,"Butter, Unsalted",BAR1,2000,-2760,KG,12995,301,TF trfr plnt to plnt,11/7/2024,COMMPO,4908287964,11/7/2024,,,"-153,701.78",0
1111003,"Butter, Unsalted",BAR1,2000,3800,KG,16795,101,GR goods receipt,11/7/2024,COMMPO,5007241587,11/7/2024,LAC002,4500197702,"211,618.39",0
1111003,"Butter, Unsalted",BAR1,2000,-200,KG,16595,301,TF trfr plnt to plnt,11/6/2024,COMMPO,4908277049,11/6/2024,,,"-11,137.81",0
1111003,"Butter, Unsalted",BAR1,2000,-240,KG,16355,301,TF trfr plnt to plnt,11/6/2024,COMMPO,4908281383,11/6/2024,,,"-13,365.37",0
1111003,"Butter, Unsalted",BAR1,2000,-600,KG,15755,301,TF trfr plnt to plnt,11/5/2024,COMMPO,4908267510,11/5/2024,,,"-33,413.43",0
1111003,"Butter, Unsalted",BAR1,2000,3800,KG,19555,101,GR goods receipt,11/5/2024,COMMPO,5007218602,11/5/2024,LAC002,4500197701,"211,618.39",0
1111003,"Butter, Unsalted",BAR1,2000,-40,KG,19515,301,TF trfr plnt to plnt,11/2/2024,COMMPO,4908253176,11/2/2024,,,"-2,247.00",0
1111003,"Butter, Unsalted",BAR1,2000,-160,KG,19355,301,TF trfr plnt to plnt,11/2/2024,COMMPO,4908253184,11/2/2024,,,"-8,988.00",0
1111003,"Butter, Unsalted",BAR1,2000,-220,KG,19135,301,TF trfr plnt to plnt,11/1/2024,COMMPO,4908248236,11/1/2024,,,"-12,358.50",0
1111003,"Butter, Unsalted",BAR1,2000,-1800,KG,17335,301,TF trfr plnt to plnt,10/31/2024,COMMPO,4908236769,10/31/2024,,,"-101,115.00",0
1111003,"Butter, Unsalted",BAR1,2000,-55,KG,17280,301,TF trfr plnt to plnt,10/31/2024,COMMPO,4908241809,10/31/2024,,,"-3,089.63",0
1111003,"Butter, Unsalted",BAR1,2000,3800,KG,21080,101,GR goods receipt,10/31/2024,COMMPO,5007173555,10/31/2024,MIC006,4500195011,"213,465.00",0
1111003,"Butter, Unsalted",BAR1,2000,-2720,KG,18360,301,TF trfr plnt to plnt,10/30/2024,COMMPO,4908233420,10/30/2024,,,"-152,796.00",0
1111003,"Butter, Unsalted",BAR1,2000,-150,KG,18210,301,TF trfr plnt to plnt,10/25/2024,COMMPO,4908207540,10/25/2024,,,"-8,426.25",0
1111003,"Butter, Unsalted",BAR1,2000,-90,KG,18120,301,TF trfr plnt to plnt,10/25/2024,COMMPO,4908207560,10/25/2024,,,"-5,055.75",0
1111003,"Butter, Unsalted",BAR1,2000,-930,KG,17190,301,TF trfr plnt to plnt,10/24/2024,COMMPO,4908197807,10/24/2024,,,"-52,242.75",0
1111003,"Butter, Unsalted",BAR1,2000,3800,KG,20990,101,GR goods receipt,10/24/2024,COMMPO,5007110592,10/24/2024,MIC006,4500195010,"213,465.00",0
1111003,"Butter, Unsalted",BAR1,2000,-1640,KG,19350,301,TF trfr plnt to plnt,10/23/2024,COMMPO,4908186977,10/23/2024,,,"-92,127.00",0
1111003,"Butter, Unsalted",BAR1,2000,-720,KG,18630,301,TF trfr plnt to plnt,10/23/2024,COMMPO,4908189219,10/23/2024,,,"-40,446.00",0
1111003,"Butter, Unsalted",BAR1,2000,-400,KG,18230,301,TF trfr plnt to plnt,10/22/2024,COMMPO,4908180225,10/22/2024,,,"-22,470.00",0
1111003,"Butter, Unsalted",BAR1,2000,730,KG,18960,101,GR goods receipt,10/22/2024,COMMPO,5007085623,10/22/2024,SKO003,4500193871,"41,007.75",0
1111003,"Butter, Unsalted",BAR1,2000,3320,KG,22280,101,GR goods receipt,10/22/2024,COMMPO,5007085625,10/22/2024,SKO003,4500193871,"186,501.00",0
1111003,"Butter, Unsalted",BAR1,2000,-3640,KG,18640,301,TF trfr plnt to plnt,10/18/2024,COMMPO,4908155486,10/18/2024,,,"-204,477.00",0
1111003,"Butter, Unsalted",BAR1,2000,-120,KG,18520,301,TF trfr plnt to plnt,10/18/2024,COMMPO,4908159838,10/18/2024,,,"-6,741.00",0
1111003,"Butter, Unsalted",BAR1,2000,-80,KG,18440,301,TF trfr plnt to plnt,10/18/2024,COMMPO,4908159853,10/18/2024,,,"-4,494.00",0
1111003,"Butter, Unsalted",BAR1,2000,-4080,KG,14360,301,TF trfr plnt to plnt,10/17/2024,COMMPO,4908153046,10/17/2024,,,"-229,194.00",0
1111003,"Butter, Unsalted",BAR1,2000,2020,KG,16380,101,GR goods receipt,10/16/2024,COMMPO,5007025809,10/16/2024,SKO003,4500193870,"113,473.50",0
1111003,"Butter, Unsalted",BAR1,2000,2780,KG,19160,101,GR goods receipt,10/16/2024,COMMPO,5007025811,10/16/2024,SKO003,4500193870,"156,166.50",0
1111003,"Butter, Unsalted",BAR1,2000,-160,KG,19000,301,TF trfr plnt to plnt,10/15/2024,COMMPO,4908138779,10/15/2024,,,"-8,988.00",0
1111003,"Butter, Unsalted",BAR1,2000,-25,KG,18975,301,TF trfr plnt to plnt,10/15/2024,COMMPO,4908138780,10/15/2024,,,"-1,404.37",0
1111003,"Butter, Unsalted",BAR1,2000,-3600,KG,15375,301,TF trfr plnt to plnt,10/10/2024,COMMPO,4908105675,10/10/2024,,,"-202,230.00",0
1111003,"Butter, Unsalted",BAR1,2000,-10,KG,15365,301,TF trfr plnt to plnt,10/10/2024,COMMPO,4908110752,10/10/2024,,,-561.75,0
1111003,"Butter, Unsalted",BAR1,2000,-45,KG,15320,301,TF trfr plnt to plnt,10/10/2024,COMMPO,4908114052,10/10/2024,,,"-2,527.88",0
1111003,"Butter, Unsalted",BAR1,2000,-575,KG,14745,301,TF trfr plnt to plnt,10/9/2024,COMMPO,4908098840,10/9/2024,,,"-32,300.63",0
1111003,"Butter, Unsalted",BAR1,2000,-140,KG,14605,301,TF trfr plnt to plnt,10/8/2024,COMMPO,4908090198,10/8/2024,,,"-7,864.50",0
1111003,"Butter, Unsalted",BAR1,2000,-100,KG,14505,301,TF trfr plnt to plnt,10/8/2024,COMMPO,4908090303,10/8/2024,,,"-5,617.50",0
1111003,"Butter, Unsalted",BAR1,2000,4800,KG,19305,101,GR goods receipt,10/8/2024,COMMPO,5006959509,10/8/2024,SKO003,4500191891,"269,640.00",0
1111003,"Butter, Unsalted",BAR1,2000,240,KG,19545,301,TF trfr plnt to plnt,10/6/2024,COMMPO,4908080010,10/6/2024,,,"13,482.00",0
1111003,"Butter, Unsalted",BAR1,2000,-2000,KG,17545,301,TF trfr plnt to plnt,10/4/2024,COMMPO,4908067359,10/4/2024,,,"-111,950.00",0
1111003,"Butter, Unsalted",BAR1,2000,-25,KG,17520,301,TF trfr plnt to plnt,10/4/2024,COMMPO,4908071193,10/4/2024,,,"-1,399.38",0
1111003,"Butter, Unsalted",BAR1,2000,-140,KG,17380,301,TF trfr plnt to plnt,10/3/2024,COMMPO,4908064186,10/3/2024,,,"-7,836.50",0
1111003,"Butter, Unsalted",BAR1,2000,-60,KG,17320,301,TF trfr plnt to plnt,10/3/2024,COMMPO,4908064208,10/3/2024,,,"-3,358.50",0
1111003,"Butter, Unsalted",BAR1,2000,-2145,KG,15175,301,TF trfr plnt to plnt,10/3/2024,COMMPO,4908064644,10/3/2024,,,"-120,066.37",0
1111003,"Butter, Unsalted",BAR1,2000,-100,KG,15075,301,TF trfr plnt to plnt,10/3/2024,COMMPO,4908065552,10/3/2024,,,"-5,597.50",0
1111003,"Butter, Unsalted",BAR1,2000,3800,KG,18875,101,GR goods receipt,10/2/2024,COMMPO,5006905038,10/2/2024,LAC002,4500191889,"212,705.00",0
1111003,"Butter, Unsalted",BAR1,2000,-3080,KG,15795,301,TF trfr plnt to plnt,9/27/2024,COMMPO,4908026465,9/27/2024,,,"-172,403.00",0
1111003,"Butter, Unsalted",BAR1,2000,-15,KG,15780,301,TF trfr plnt to plnt,9/27/2024,COMMPO,4908030363,9/27/2024,,,-839.63,0
1111003,"Butter, Unsalted",BAR1,2000,-3120,KG,12660,301,TF trfr plnt to plnt,9/26/2024,COMMPO,4908023072,9/26/2024,,,"-174,642.00",0
1111003,"Butter, Unsalted",BAR1,2000,-180,KG,12480,301,TF trfr plnt to plnt,9/26/2024,COMMPO,4908023419,9/26/2024,,,"-10,075.50",0
1111003,"Butter, Unsalted",BAR1,2000,-60,KG,12420,301,TF trfr plnt to plnt,9/26/2024,COMMPO,4908023435,9/26/2024,,,"-3,358.50",0
1111003,"Butter, Unsalted",BAR1,2000,-5,KG,12415,161,GR returns,9/26/2024,COMMPO,5006848475,9/26/2024,SKO003,4500175868,-279.88,0
1111003,"Butter, Unsalted",BAR1,2000,-120,KG,12295,301,TF trfr plnt to plnt,9/25/2024,COMMPO,4908016006,9/25/2024,,,"-6,717.00",0
1111003,"Butter, Unsalted",BAR1,2000,-120,KG,12175,301,TF trfr plnt to plnt,9/25/2024,COMMPO,4908016041,9/25/2024,,,"-6,717.00",0
1111003,"Butter, Unsalted",BAR1,2000,480,KG,12655,101,GR goods receipt,9/24/2024,COMMPO,5006828087,9/24/2024,SKO003,4500190427,"26,868.00",0
1111003,"Butter, Unsalted",BAR1,2000,4280,KG,16935,101,GR goods receipt,9/24/2024,COMMPO,5006828088,9/24/2024,SKO003,4500190427,"239,573.00",0
1111003,"Butter, Unsalted",BAR1,2000,-3600,KG,13335,301,TF trfr plnt to plnt,9/20/2024,COMMPO,4907985156,9/20/2024,,,"-201,510.00",0
1111003,"Butter, Unsalted",BAR1,2000,20,KG,13355,301,TF trfr plnt to plnt,9/20/2024,COMMPO,4907985372,9/20/2024,,,"1,119.50",0
1111003,"Butter, Unsalted",BAR1,2000,-140,KG,13215,301,TF trfr plnt to plnt,9/20/2024,COMMPO,4907989810,9/20/2024,,,"-7,836.50",0
1111003,"Butter, Unsalted",BAR1,2000,-60,KG,13155,301,TF trfr plnt to plnt,9/20/2024,COMMPO,4907989829,9/20/2024,,,"-3,358.50",0
1111003,"Butter, Unsalted",BAR1,2000,135,KG,13290,101,GR goods receipt,9/20/2024,COMMPO,5006799189,9/20/2024,SKO003,4500189512,"7,556.63",0
1111003,"Butter, Unsalted",BAR1,2000,4145,KG,17435,101,GR goods receipt,9/20/2024,COMMPO,5006799190,9/20/2024,SKO003,4500189512,"232,016.38",0
1111003,"Butter, Unsalted",BAR1,2000,520,KG,17955,101,GR goods receipt,9/20/2024,COMMPO,5006799192,9/20/2024,SKO003,4500189512,"29,107.00",0
1111003,"Butter, Unsalted",BAR1,2000,-120,KG,17835,301,TF trfr plnt to plnt,9/19/2024,COMMPO,4907981501,9/19/2024,,,"-6,717.00",0
1111003,"Butter, Unsalted",BAR1,2000,-240,KG,17595,301,TF trfr plnt to plnt,9/18/2024,COMMPO,4907970232,9/18/2024,,,"-13,434.00",0
1111003,"Butter, Unsalted",BAR1,2000,-40,KG,17555,301,TF trfr plnt to plnt,9/17/2024,COMMPO,4907959136,9/17/2024,,,"-2,239.00",0
1111003,"Butter, Unsalted",BAR1,2000,-480,KG,17075,301,TF trfr plnt to plnt,9/17/2024,COMMPO,4907961876,9/17/2024,,,"-26,868.00",0
1111003,"Butter, Unsalted",BAR1,2000,960,KG,18035,101,GR goods receipt,9/17/2024,COMMPO,5006758721,9/17/2024,SKO003,4500189510,"53,736.00",0
1111003,"Butter, Unsalted",BAR1,2000,3840,KG,21875,101,GR goods receipt,9/17/2024,COMMPO,5006758734,9/17/2024,SKO003,4500189510,"214,944.00",0
1111003,"Butter, Unsalted",BAR1,2000,-775,KG,21100,301,TF trfr plnt to plnt,9/16/2024,COMMPO,4907954169,9/16/2024,,,"-43,380.63",0
1111003,"Butter, Unsalted",BAR1,2000,-5000,KG,16100,301,TF trfr plnt to plnt,9/13/2024,COMMPO,4907937208,9/13/2024,,,"-279,875.00",0
1111003,"Butter, Unsalted",BAR1,2000,-600,KG,15500,301,TF trfr plnt to plnt,9/13/2024,COMMPO,4907941024,9/13/2024,,,"-33,585.00",0
1111003,"Butter, Unsalted",BAR1,2000,-25,KG,15475,301,TF trfr plnt to plnt,9/13/2024,COMMPO,4907943182,9/13/2024,,,"-1,399.38",0
1111003,"Butter, Unsalted",BAR1,2000,-100,KG,15375,301,TF trfr plnt to plnt,9/12/2024,COMMPO,4907934865,9/12/2024,,,"-5,597.50",0
1111003,"Butter, Unsalted",BAR1,2000,-140,KG,15235,301,TF trfr plnt to plnt,9/12/2024,COMMPO,4907934868,9/12/2024,,,"-7,836.50",0
1111003,"Butter, Unsalted",BAR1,2000,-180,KG,15055,301,TF trfr plnt to plnt,9/12/2024,COMMPO,4907935126,9/12/2024,,,"-10,075.50",0
1111003,"Butter, Unsalted",BAR1,2000,-60,KG,14995,301,TF trfr plnt to plnt,9/12/2024,COMMPO,4907935141,9/12/2024,,,"-3,358.50",0
1111003,"Butter, Unsalted",BAR1,2000,-720,KG,14275,301,TF trfr plnt to plnt,9/11/2024,COMMPO,4907924148,9/11/2024,,,"-40,302.00",0
1111003,"Butter, Unsalted",BAR1,2000,215,KG,14490,101,GR goods receipt,9/10/2024,COMMPO,5006696000,9/10/2024,SKO003,4500188581,"12,034.63",0
1111003,"Butter, Unsalted",BAR1,2000,4105,KG,18595,101,GR goods receipt,9/10/2024,COMMPO,5006696002,9/10/2024,SKO003,4500188581,"229,777.38",0
1111003,"Butter, Unsalted",BAR1,2000,480,KG,19075,101,GR goods receipt,9/10/2024,COMMPO,5006696003,9/10/2024,SKO003,4500188581,"26,868.00",0
1111003,"Butter, Unsalted",BAR1,2000,-75,KG,19000,301,TF trfr plnt to plnt,9/7/2024,JLOC,4907906855,9/7/2024,,,"-4,085.63",0
1111003,"Butter, Unsalted",BAR1,2000,-20,KG,18980,914,GI Inv.adj. BLK,9/7/2024,COMMPO,4907900275,9/7/2024,,,"-1,089.50",5
1111003,"Butter, Unsalted",BAR1,2000,75,KG,19055,301,TF trfr plnt to plnt,9/7/2024,COMMPO,4907900697,9/7/2024,,,"4,085.63",0
1111003,"Butter, Unsalted",BAR1,2000,3800,KG,22855,101,GR goods receipt,9/7/2024,COMMPO,5006678650,9/7/2024,LAC002,4500188415,"207,005.00",0
1111003,"Butter, Unsalted",BAR1,2000,-3900,KG,18955,301,TF trfr plnt to plnt,9/6/2024,COMMPO,4907890956,9/6/2024,,,"-212,452.50",0
1111003,"Butter, Unsalted",BAR1,2000,20,KG,18975,344,TR blocked to unre.,9/6/2024,COMMPO,4907892585,9/6/2024,,,0,0
1111003,"Butter, Unsalted",BAR1,2000,-20,KG,18955,344,TR blocked to unre.,9/6/2024,COMMPO,4907892585,9/6/2024,,,0,0
1111003,"Butter, Unsalted",BAR1,2000,3800,KG,22755,101,GR goods receipt,9/5/2024,COMMPO,5006651609,9/5/2024,LAC002,4500188414,"207,005.00",0
1111003,"Butter, Unsalted",BAR1,2000,-100,KG,22655,301,TF trfr plnt to plnt,9/4/2024,COMMPO,4907880728,9/4/2024,,,"-5,447.50",0
1111003,"Butter, Unsalted",BAR1,2000,-160,KG,22495,301,TF trfr plnt to plnt,9/3/2024,COMMPO,4907871241,9/3/2024,,,"-8,716.00",0
1111003,"Butter, Unsalted",BAR1,2000,-40,KG,22455,301,TF trfr plnt to plnt,9/3/2024,COMMPO,4907871265,9/3/2024,,,"-2,179.00",0
1111003,"Butter, Unsalted",BAR1,2000,-5505,KG,16950,301,TF trfr plnt to plnt,8/30/2024,COMMPO,4907858063,8/30/2024,,,"-299,884.88",0
1111003,"Butter, Unsalted",BAR1,2000,-35,KG,16915,301,TF trfr plnt to plnt,8/29/2024,COMMPO,4907855318,8/29/2024,,,"-1,906.63",0
1111003,"Butter, Unsalted",BAR1,2000,145,KG,17060,101,GR goods receipt,8/28/2024,COMMPO,5006590462,8/28/2024,LAC002,4500183907,"7,898.88",0
1111003,"Butter, Unsalted",BAR1,2000,55,KG,17115,101,GR goods receipt,8/28/2024,COMMPO,5006590472,8/28/2024,LAC002,4500183907,"2,996.13",0
1111003,"Butter, Unsalted",BAR1,2000,600,KG,17715,101,GR goods receipt,8/28/2024,COMMPO,5006590501,8/28/2024,LAC002,4500183907,"32,685.00",0
1111003,"Butter, Unsalted",BAR1,2000,3000,KG,20715,101,GR goods receipt,8/28/2024,COMMPO,5006590544,8/28/2024,LAC002,4500183907,"163,425.00",0
1111003,"Butter, Unsalted",BAR1,2000,-240,KG,20475,301,TF trfr plnt to plnt,8/27/2024,COMMPO,4907837488,8/27/2024,,,"-13,074.00",0
1111003,"Butter, Unsalted",BAR1,2000,-600,KG,19875,301,TF trfr plnt to plnt,8/26/2024,COMMPO,4907830077,8/26/2024,,,"-32,685.00",0
1111003,"Butter, Unsalted",BAR1,2000,-240,KG,19635,301,TF trfr plnt to plnt,8/24/2024,COMMPO,4907820719,8/24/2024,,,"-13,074.00",0
1111003,"Butter, Unsalted",BAR1,2000,-1680,KG,17955,301,TF trfr plnt to plnt,8/24/2024,COMMPO,4907821545,8/24/2024,,,"-91,518.00",0
1111003,"Butter, Unsalted",BAR1,2000,-2160,KG,15795,301,TF trfr plnt to plnt,8/23/2024,COMMPO,4907814334,8/23/2024,,,"-117,666.00",0
1111003,"Butter, Unsalted",BAR1,2000,-240,KG,15555,301,TF trfr plnt to plnt,8/23/2024,COMMPO,4907818915,8/23/2024,,,"-13,074.00",0
1111003,"Butter, Unsalted",BAR1,2000,-120,KG,15435,301,TF trfr plnt to plnt,8/22/2024,COMMPO,4907811470,8/22/2024,,,"-6,537.00",0
1111003,"Butter, Unsalted",BAR1,2000,-430,KG,15005,301,TF trfr plnt to plnt,8/20/2024,COMMPO,4907795320,8/20/2024,,,"-23,424.25",0
1111003,"Butter, Unsalted",BAR1,2000,1610,KG,16615,101,GR goods receipt,8/20/2024,COMMPO,5006512837,8/20/2024,SKO003,4500186631,"87,704.75",0
1111003,"Butter, Unsalted",BAR1,2000,720,KG,17335,101,GR goods receipt,8/20/2024,COMMPO,5006512839,8/20/2024,SKO003,4500186631,"39,222.00",0
1111003,"Butter, Unsalted",BAR1,2000,2470,KG,19805,101,GR goods receipt,8/20/2024,COMMPO,5006512840,8/20/2024,SKO003,4500186631,"134,553.25",0
1111003,"Butter, Unsalted",BAR1,2000,-125,KG,19680,301,TF trfr plnt to plnt,8/17/2024,COMMPO,4907782868,8/17/2024,,,"-6,809.38",0
1111003,"Butter, Unsalted",BAR1,2000,-25,KG,19655,301,TF trfr plnt to plnt,8/17/2024,COMMPO,4907783830,8/17/2024,,,"-1,361.88",0
1111003,"Butter, Unsalted",BAR1,2000,-3000,KG,16655,301,TF trfr plnt to plnt,8/16/2024,COMMPO,4907774373,8/16/2024,,,"-163,425.01",0
1111003,"Butter, Unsalted",BAR1,2000,-1500,KG,15155,301,TF trfr plnt to plnt,8/16/2024,COMMPO,4907778053,8/16/2024,,,"-81,712.50",0
1111003,"Butter, Unsalted",BAR1,2000,-1500,KG,13655,301,TF trfr plnt to plnt,8/15/2024,COMMPO,4907766535,8/15/2024,,,"-81,712.50",0
1111003,"Butter, Unsalted",BAR1,2000,-10,KG,13645,555,GI scrapping blocked,8/15/2024,COMMPO,4907770655,8/15/2024,,,-544.75,7
1111003,"Butter, Unsalted",BAR1,2000,-1600,KG,12045,301,TF trfr plnt to plnt,8/15/2024,COMMPO,4907770691,8/15/2024,,,"-87,160.00",0
1111003,"Butter, Unsalted",BAR1,2000,-140,KG,11905,301,TF trfr plnt to plnt,8/14/2024,COMMPO,4907757120,8/14/2024,,,"-7,626.50",0
1111003,"Butter, Unsalted",BAR1,2000,-1200,KG,10705,301,TF trfr plnt to plnt,8/14/2024,COMMPO,4907759779,8/14/2024,,,"-65,370.00",0
1111003,"Butter, Unsalted",BAR1,2000,-510,KG,10195,301,TF trfr plnt to plnt,8/13/2024,COMMPO,4907750440,8/13/2024,,,"-27,782.25",0
1111003,"Butter, Unsalted",BAR1,2000,3290,KG,13485,101,GR goods receipt,8/13/2024,COMMPO,5006450209,8/13/2024,SKO003,4500185273,"179,222.75",0
1111003,"Butter, Unsalted",BAR1,2000,1510,KG,14995,101,GR goods receipt,8/13/2024,COMMPO,5006450210,8/13/2024,SKO003,4500185273,"82,257.25",0
1111003,"Butter, Unsalted",BAR1,2000,-500,KG,14495,301,TF trfr plnt to plnt,8/12/2024,COMMPO,4907745138,8/12/2024,,,"-27,237.50",0
1111003,"Butter, Unsalted",BAR1,,295,KG,14790,351,TF to stck in trans.,8/12/2024,COMMPO,4907747336,8/12/2024,,4800091580,"16,070.13",0
1111003,"Butter, Unsalted",BAR1,,3705,KG,18495,351,TF to stck in trans.,8/12/2024,COMMPO,4907747337,8/12/2024,,4800091580,"201,829.88",0
